measure,sex,age group,age units,disease,aliases,prevalence
Prevalence,Male,0-6 days,D,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Male,7-27 days,D,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Male,1-5 months,M,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Male,6-11 months,M,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Male,12-23 months,M,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Male,2-4 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.19%
Prevalence,Male,5-9 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",1.63%
Prevalence,Male,10-14 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",4.10%
Prevalence,Male,15-19 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",5.79%
Prevalence,Male,20-24 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",7.05%
Prevalence,Male,25-29 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",7.60%
Prevalence,Male,30-34 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",7.74%
Prevalence,Male,35-39 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",7.71%
Prevalence,Male,40-44 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",7.53%
Prevalence,Male,45-49 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",7.03%
Prevalence,Male,50-54 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",6.33%
Prevalence,Male,55-59 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",5.56%
Prevalence,Male,60-64 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",4.82%
Prevalence,Male,65-69 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",4.26%
Prevalence,Male,70-74 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",3.82%
Prevalence,Male,75-79 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",3.43%
Prevalence,Male,80-84 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",3.04%
Prevalence,Male,85-89 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",2.58%
Prevalence,Male,90-94 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",2.06%
Prevalence,Male,95+ years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",1.50%
Prevalence,Female,0-6 days,D,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,7-27 days,D,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,1-5 months,M,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,6-11 months,M,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,12-23 months,M,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,2-4 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,5-9 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.02%
Prevalence,Female,10-14 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.20%
Prevalence,Female,15-19 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.58%
Prevalence,Female,20-24 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.70%
Prevalence,Female,25-29 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.63%
Prevalence,Female,30-34 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.47%
Prevalence,Female,35-39 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.28%
Prevalence,Female,40-44 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.13%
Prevalence,Female,45-49 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.05%
Prevalence,Female,50-54 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,55-59 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,60-64 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,65-69 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,70-74 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,75-79 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,80-84 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,85-89 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,90-94 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,95+ years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,0-6 days,D,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,7-27 days,D,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,1-5 months,M,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,6-11 months,M,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,12-23 months,M,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,2-4 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,5-9 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.01%
Prevalence,Male,10-14 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.07%
Prevalence,Male,15-19 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.17%
Prevalence,Male,20-24 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.17%
Prevalence,Male,25-29 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.13%
Prevalence,Male,30-34 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.08%
Prevalence,Male,35-39 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.05%
Prevalence,Male,40-44 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.03%
Prevalence,Male,45-49 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.01%
Prevalence,Male,50-54 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,55-59 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,60-64 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,65-69 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,70-74 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,75-79 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,80-84 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,85-89 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,90-94 years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Male,95+ years,Y,Anorexia nervosa,"Anorexia, eating disorder",0.00%
Prevalence,Female,0-6 days,D,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,7-27 days,D,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,1-5 months,M,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,6-11 months,M,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,12-23 months,M,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,2-4 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,5-9 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,10-14 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.24%
Prevalence,Female,15-19 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.94%
Prevalence,Female,20-24 years,Y,Bulimia nervosa,"Bulimia, eating disorder",1.34%
Prevalence,Female,25-29 years,Y,Bulimia nervosa,"Bulimia, eating disorder",1.23%
Prevalence,Female,30-34 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.93%
Prevalence,Female,35-39 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.66%
Prevalence,Female,40-44 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.42%
Prevalence,Female,45-49 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.25%
Prevalence,Female,50-54 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,55-59 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,60-64 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,65-69 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,70-74 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,75-79 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,80-84 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,85-89 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,90-94 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,95+ years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,0-6 days,D,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,7-27 days,D,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,1-5 months,M,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,6-11 months,M,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,12-23 months,M,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,2-4 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,5-9 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,10-14 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.11%
Prevalence,Male,15-19 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.40%
Prevalence,Male,20-24 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.54%
Prevalence,Male,25-29 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.58%
Prevalence,Male,30-34 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.64%
Prevalence,Male,35-39 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.50%
Prevalence,Male,40-44 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.26%
Prevalence,Male,45-49 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.11%
Prevalence,Male,50-54 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,55-59 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,60-64 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,65-69 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,70-74 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,75-79 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,80-84 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,85-89 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,90-94 years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Male,95+ years,Y,Bulimia nervosa,"Bulimia, eating disorder",0.00%
Prevalence,Female,0-6 days,D,Autism spectrum disorders,"Autism, ASD",1.40%
Prevalence,Female,7-27 days,D,Autism spectrum disorders,"Autism, ASD",1.34%
Prevalence,Female,1-5 months,M,Autism spectrum disorders,"Autism, ASD",1.42%
Prevalence,Female,6-11 months,M,Autism spectrum disorders,"Autism, ASD",1.38%
Prevalence,Female,12-23 months,M,Autism spectrum disorders,"Autism, ASD",1.30%
Prevalence,Female,2-4 years,Y,Autism spectrum disorders,"Autism, ASD",0.99%
Prevalence,Female,5-9 years,Y,Autism spectrum disorders,"Autism, ASD",0.94%
Prevalence,Female,10-14 years,Y,Autism spectrum disorders,"Autism, ASD",0.83%
Prevalence,Female,15-19 years,Y,Autism spectrum disorders,"Autism, ASD",0.76%
Prevalence,Female,20-24 years,Y,Autism spectrum disorders,"Autism, ASD",0.75%
Prevalence,Female,25-29 years,Y,Autism spectrum disorders,"Autism, ASD",0.74%
Prevalence,Female,30-34 years,Y,Autism spectrum disorders,"Autism, ASD",0.74%
Prevalence,Female,35-39 years,Y,Autism spectrum disorders,"Autism, ASD",0.73%
Prevalence,Female,40-44 years,Y,Autism spectrum disorders,"Autism, ASD",0.72%
Prevalence,Female,45-49 years,Y,Autism spectrum disorders,"Autism, ASD",0.70%
Prevalence,Female,50-54 years,Y,Autism spectrum disorders,"Autism, ASD",0.69%
Prevalence,Female,55-59 years,Y,Autism spectrum disorders,"Autism, ASD",0.67%
Prevalence,Female,60-64 years,Y,Autism spectrum disorders,"Autism, ASD",0.64%
Prevalence,Female,65-69 years,Y,Autism spectrum disorders,"Autism, ASD",0.59%
Prevalence,Female,70-74 years,Y,Autism spectrum disorders,"Autism, ASD",0.51%
Prevalence,Female,75-79 years,Y,Autism spectrum disorders,"Autism, ASD",0.42%
Prevalence,Female,80-84 years,Y,Autism spectrum disorders,"Autism, ASD",0.33%
Prevalence,Female,85-89 years,Y,Autism spectrum disorders,"Autism, ASD",0.24%
Prevalence,Female,90-94 years,Y,Autism spectrum disorders,"Autism, ASD",0.17%
Prevalence,Female,95+ years,Y,Autism spectrum disorders,"Autism, ASD",0.11%
Prevalence,Male,0-6 days,D,Autism spectrum disorders,"Autism, ASD",3.62%
Prevalence,Male,7-27 days,D,Autism spectrum disorders,"Autism, ASD",3.03%
Prevalence,Male,1-5 months,M,Autism spectrum disorders,"Autism, ASD",3.32%
Prevalence,Male,6-11 months,M,Autism spectrum disorders,"Autism, ASD",3.20%
Prevalence,Male,12-23 months,M,Autism spectrum disorders,"Autism, ASD",2.92%
Prevalence,Male,2-4 years,Y,Autism spectrum disorders,"Autism, ASD",2.10%
Prevalence,Male,5-9 years,Y,Autism spectrum disorders,"Autism, ASD",2.02%
Prevalence,Male,10-14 years,Y,Autism spectrum disorders,"Autism, ASD",1.88%
Prevalence,Male,15-19 years,Y,Autism spectrum disorders,"Autism, ASD",1.69%
Prevalence,Male,20-24 years,Y,Autism spectrum disorders,"Autism, ASD",1.63%
Prevalence,Male,25-29 years,Y,Autism spectrum disorders,"Autism, ASD",1.59%
Prevalence,Male,30-34 years,Y,Autism spectrum disorders,"Autism, ASD",1.57%
Prevalence,Male,35-39 years,Y,Autism spectrum disorders,"Autism, ASD",1.54%
Prevalence,Male,40-44 years,Y,Autism spectrum disorders,"Autism, ASD",1.51%
Prevalence,Male,45-49 years,Y,Autism spectrum disorders,"Autism, ASD",1.48%
Prevalence,Male,50-54 years,Y,Autism spectrum disorders,"Autism, ASD",1.45%
Prevalence,Male,55-59 years,Y,Autism spectrum disorders,"Autism, ASD",1.42%
Prevalence,Male,60-64 years,Y,Autism spectrum disorders,"Autism, ASD",1.37%
